timestamp_ms,left_brightness,right_brightness
121408,170,154
121425,154,150
121442,130,123
121459,137,132
121475,135,128
121492,137,127
121508,156,149
121524,163,154
121541,145,147
121558,136,129
121574,136,137
121591,137,133
121607,158,171
121623,173,174
121640,144,145
121656,145,137
121672,123,128
121689,116,136
121705,124,129
121721,152,158
121738,136,138
121754,131,141
121770,133,134
121786,130,130
121803,128,136
121820,170,171
121837,158,149
121853,129,133
121870,128,124
121887,150,149
121903,123,139
121919,134,133
121936,171,171
121952,130,136
121968,137,140
121985,133,130
122001,150,147
122017,159,161
122034,143,144
122051,162,166
122067,170,155
122084,156,164
122100,168,170
122117,168,170
122133,158,157
122149,163,170
122166,164,169
122183,156,171
122199,149,168
122216,148,157
122234,158,151
122250,162,171
122267,160,167
122283,161,151
122299,125,132
122316,130,120
122333,118,103
122349,102,98
122366,169,168
122383,169,167
122399,164,166
122415,170,165
122432,166,167
122448,160,156
122465,173,173
122482,167,173
